vector_number,vector_name,vector_name_clean,filename
0683,RCASBP(A)-myr-AKT3-2A-NLS-Cre,RCASBP(A)-myr-AKT3-2A-NLS-Cre,0683-RCASBP(A)-myr-AKT3-2A-NLS-Cre.dna
0684,pDONR-PDGFA,pDONR-PDGFA,0684-pDONR-PDGFA.dna
0685,pcDNA3.1-ProHB-EGF-CS,pcDNA3.1-ProHB-EGF-CS,0685-pcDNA3.1-ProHB-EGF-CS.dna
0686,RCASBP(A)-PDGFA,RCASBP(A)-PDGFA,0686-RCASBP(A)-PDGFA.dna
0687,RCASBP(A)-PDGFB,RCASBP(A)-PDGFB,0687-RCASBP(A)-PDGFB.dna
0688,RCASBP(A)-proHB-EGF-CS,RCASBP(A)-proHB-EGF-CS,0688-RCASBP(A)-proHB-EGF-CS.dna
0689,RCASBP(A)-hu-IL17A-HA,RCASBP(A)-hu-IL17A-HA,0689-RCASBP(A)-hu-IL17A-HA.dna
0690,RCAS y DV (A) AKT chimera 2KR3PL,RCAS y DV (A) AKT chimera 2KR3PL,0690-RCAS y DV (A) AKT chimera 2KR3PL.dna
0691,RCAS y DV (A) AKT chimera 2PKR3L,RCAS y DV (A) AKT chimera 2PKR3L,0691-RCAS y DV (A) AKT chimera 2PKR3L.dna
0692,RCAS y DV (A) AKT3 E17K w/o HA tag; Don't use,RCAS y DV (A) AKT3 E17K wo HA tag; Don't use,0692-RCAS y DV (A) AKT3 E17K wo HA tag; Don't use.dna
0693,RCAS y DV (A) AKT chimera 3KR2PL,RCAS y DV (A) AKT chimera 3KR2PL,0693-RCAS y DV (A) AKT chimera 3KR2PL.dna
0694,RCAS y DV (A) TetOff-P2A-NLS-myc-Cre,RCAS y DV (A) TetOff-P2A-NLS-myc-Cre,0694-RCAS y DV (A) TetOff-P2A-NLS-myc-Cre.dna
0695,RCASyDV/C-HA E17KAKT3 w/ HA tag,RCASyDVC-HA E17KAKT3 w HA tag,0695-RCASyDVC-HA E17KAKT3 w HA tag.dna
0696,pDEST12.2 WT IDH1-HA (human),pDEST12.2 WT IDH1-HA (human),0696-pDEST12.2 WT IDH1-HA (human).dna
0697,pDEST12.2 IDH1 R132H-HA (human),pDEST12.2 IDH1 R132H-HA (human),0697-pDEST12.2 IDH1 R132H-HA (human).dna
0698,pDEST12.2 IDH1 R132H-no tag (human),pDEST12.2 IDH1 R132H-no tag (human),0698-pDEST12.2 IDH1 R132H-no tag (human).dna
0699,pDEST12.2 WT IDH1-HA (mouse),pDEST12.2 WT IDH1-HA (mouse),0699-pDEST12.2 WT IDH1-HA (mouse).dna
0700,pDEST12.2 IDH1 R132H-HA (mouse),pDEST12.2 IDH1 R132H-HA (mouse),0700-pDEST12.2 IDH1 R132H-HA (mouse).dna
0701,pDEST12.2 WT IDH2-HA,pDEST12.2 WT IDH2-HA,0701-pDEST12.2 WT IDH2-HA.dna
0702,pDEST12.2 IDH2 R172K-HA,pDEST12.2 IDH2 R172K-HA,0702-pDEST12.2 IDH2 R172K-HA.dna
0703,HsPTRIPZ ShRNA IDH1 (I-E-07),HsPTRIPZ ShRNA IDH1 (I-E-07),0703-HsPTRIPZ ShRNA IDH1 (I-E-07).dna
0704,HsPTRIPZ ShRNA IDH2 (I-E-06),HsPTRIPZ ShRNA IDH2 (I-E-06),0704-HsPTRIPZ ShRNA IDH2 (I-E-06).dna
0705,RCASBPyDV(A) HA-E17K_AKT3,RCASBPyDV(A) HA-E17K_AKT3,0705-RCASBPyDV(A) HA-E17K_AKT3.dna
0706,RCASBP(A) VN173-WT IDH1,RCASBP(A) VN173-WT IDH1,0706-RCASBP(A) VN173-WT IDH1.dna
0707,RCASBP(A) VC155-WT IDH1,RCASBP(A) VC155-WT IDH1,0707-RCASBP(A) VC155-WT IDH1.dna
0708,RCASBP(A) VN173-IDH1 R132H,RCASBP(A) VN173-IDH1 R132H,0708-RCASBP(A) VN173-IDH1 R132H.dna
0709,RCASBP(A) VC155-IDH1 R132H,RCASBP(A) VC155-IDH1 R132H,0709-RCASBP(A) VC155-IDH1 R132H.dna
0710,pDEST12.2 VN173-WTIDH1-VC155,pDEST12.2 VN173-WTIDH1-VC155,0710-pDEST12.2 VN173-WTIDH1-VC155.dna
0711,pcDNA3.1-ProHB-EGF-WT,pcDNA3.1-ProHB-EGF-WT,0711-pcDNA3.1-ProHB-EGF-WT.dna
0712,pcDNA3.1-ProHB-EGF-NC,pcDNA3.1-ProHB-EGF-NC,0712-pcDNA3.1-ProHB-EGF-NC.dna
0713,pT3.5-CMV-EGFRvIII (Ohlfest),pT3.5-CMV-EGFRvIII (Ohlfest),0713-pT3.5-CMV-EGFRvIII (Ohlfest).dna
0714,RCASBP(A)-proHB-EGF-NC,RCASBP(A)-proHB-EGF-NC,0714-RCASBP(A)-proHB-EGF-NC.dna
0715,RCASBP(A)-proHB-EGF-WT,RCASBP(A)-proHB-EGF-WT,0715-RCASBP(A)-proHB-EGF-WT.dna
0716,RCASBP(A)-EGFRvIII (Ohlfest),RCASBP(A)-EGFRvIII (Ohlfest),0716-RCASBP(A)-EGFRvIII (Ohlfest).dna
0717,RCASBP(A) HA-ERK1L92P/S170D/D338N,RCASBP(A) HA-ERK1L92PS170DD338N,0717-RCASBP(A) HA-ERK1L92PS170DD338N.dna
0718,RCASBP(A) HA-ERK2L75P/S153D/D321N,RCASBP(A) HA-ERK2L75PS153DD321N,0718-RCASBP(A) HA-ERK2L75PS153DD321N.dna
0719,RCASBP(A) p53R273L-Ires-Cre,RCASBP(A) p53R273L-Ires-Cre,0719-RCASBP(A) p53R273L-Ires-Cre.dna
0720,RCASBP(A) p53R273L_3xFlag-Ires-Cre,RCASBP(A) p53R273L_3xFlag-Ires-Cre,0720-RCASBP(A) p53R273L_3xFlag-Ires-Cre.dna
0721,p59 (from MVB) Rev retrovirus packaging,p59 (from MVB) Rev retrovirus packaging,0721-p59 (from MVB) Rev retrovirus packaging.dna
0722,p60 (from MVB) VSVG-Env retrovirus packaging,p60 (from MVB) VSVG-Env retrovirus packaging,0722-p60 (from MVB) VSVG-Env retrovirus packaging.dna
0723,p61 (from MVB) GagPol retrovirus packaging,p61 (from MVB) GagPol retrovirus packaging,0723-p61 (from MVB) GagPol retrovirus packaging.dna
0724,pcB6 WTA VCT (from MVB),pcB6 WTA VCT (from MVB),0724-pcB6 WTA VCT (from MVB).dna
0725,FG12 CMV HS (Human) BRAF V600E GFP,FG12 CMV HS (Human) BRAF V600E GFP,0725-FG12 CMV HS (Human) BRAF V600E GFP.dna
0726,RCANBP(A) TRE2-myr-HA-AKT3,RCANBP(A) TRE2-myr-HA-AKT3,0726-RCANBP(A) TRE2-myr-HA-AKT3.dna
0727,pCR8 GW/Topo myr-HA-AKT3,pCR8 GWTopo myr-HA-AKT3,0727-pCR8 GWTopo myr-HA-AKT3.dna
0728,pORFexpressShuttle_GranzymeM_NM_005317.3,pORFexpressShuttle_GranzymeM_NM_005317.3,0728-pORFexpressShuttle_GranzymeM_NM_005317.3.dna
0729,pMK-attB-iLOV_CMV-3xFLAG-TetOff-p2A-NLS-Myc-Cre,pMK-attB-iLOV_CMV-3xFLAG-TetOff-p2A-NLS-Myc-Cre,0729-pMK-attB-iLOV_CMV-3xFLAG-TetOff-p2A-NLS-Myc-Cre.dna
0730,pTRIPZ-attB-iLOV_CMV-3xFLAG-TetOff-p2A-NLS-Myc-Cre [PICTC],pTRIPZ-attB-iLOV_CMV-3xFLAG-TetOff-p2A-NLS-Myc-Cre [PICTC],0730-pTRIPZ-attB-iLOV_CMV-3xFLAG-TetOff-p2A-NLS-Myc-Cre [PICTC].dna
0731,pTRIPZ-attB-iLOV_CMV-3xFLAG-TetOff [PICT],pTRIPZ-attB-iLOV_CMV-3xFLAG-TetOff [PICT],0731-pTRIPZ-attB-iLOV_CMV-3xFLAG-TetOff [PICT].dna
0732,pDONOR-221_HA-hBRAFv600e (no myc/his),pDONOR-221_HA-hBRAFv600e (no mychis),0732-pDONOR-221_HA-hBRAFv600e (no mychis).dna
0733,pTRIPZ-DV-CMV-3xFLAG-TetOff-p2A-NLS-Myc-Cre [TzTOC DV] [formerly known as PDCTC],pTRIPZ-DV-CMV-3xFLAG-TetOff-p2A-NLS-Myc-Cre [TzTOC DV] [formerly known as PDCTC],0733-pTRIPZ-DV-CMV-3xFLAG-TetOff-p2A-NLS-Myc-Cre [TzTOC DV] [formerly known as PDCTC].dna
0734,pTRIPZ-DV-CMV-3xFLAG-TetOff [TzTO DV] [formerly known as PDCT],pTRIPZ-DV-CMV-3xFLAG-TetOff [TzTO DV] [formerly known as PDCT],0734-pTRIPZ-DV-CMV-3xFLAG-TetOff [TzTO DV] [formerly known as PDCT].dna
0735,FG12 CMV MET-3xFlag (GFP),FG12 CMV MET-3xFlag (GFP),0735-FG12 CMV MET-3xFlag (GFP).dna
0736,RCAS METx3Flag,RCAS METx3Flag,0736-RCAS METx3Flag.dna
0737,pDONOR-221_iLOV,pDONOR-221_iLOV,0737-pDONOR-221_iLOV.dna
0738,pTRIPZ-HA-hBRAFv600e-CMV-3xFLAG-TetOff-p2A-NLS-Myc-Cre [TzTOC-BRAF] [formerly known as PBCTC],pTRIPZ-HA-hBRAFv600e-CMV-3xFLAG-TetOff-p2A-NLS-Myc-Cre [TzTOC-BRAF] [formerly known as PBCTC],0738-pTRIPZ-HA-hBRAFv600e-CMV-3xFLAG-TetOff-p2A-NLS-Myc-Cre [TzTOC-BRAF] [formerly known as PBCTC].dna
0739,pTRIPZ-HA-hBRAFv600e-CMV-3xFLAG-TetOff [TzTO-BRAF] [formerly known as PBCT],pTRIPZ-HA-hBRAFv600e-CMV-3xFLAG-TetOff [TzTO-BRAF] [formerly known as PBCT],0739-pTRIPZ-HA-hBRAFv600e-CMV-3xFLAG-TetOff [TzTO-BRAF] [formerly known as PBCT].dna
0740,psPAX2 (from JR),psPAX2 (from JR),0740-psPAX2 (from JR).dna
0741,RCANBP(A) TZTRE-myr-HA-AKT3 (clone 6),RCANBP(A) TZTRE-myr-HA-AKT3 (clone 6),0741-RCANBP(A) TZTRE-myr-HA-AKT3 (clone 6).dna
0742,pCR8 GW/Topo GranzymeM Var2wt,pCR8 GWTopo GranzymeM Var2wt,0742-pCR8 GWTopo GranzymeM Var2wt.dna
0743,pCR8 GW/Topo GranzymeM Var1stop,pCR8 GWTopo GranzymeM Var1stop,0743-pCR8 GWTopo GranzymeM Var1stop.dna
0744,pCR8 GW/Topo GranzymeM Var2stop,pCR8 GWTopo GranzymeM Var2stop,0744-pCR8 GWTopo GranzymeM Var2stop.dna
0745,FG12-cmv GranzymeM Var1wt,FG12-cmv GranzymeM Var1wt,0745-FG12-cmv GranzymeM Var1wt.dna
0746,FG12-cmv GranzymeM Var2wt,FG12-cmv GranzymeM Var2wt,0746-FG12-cmv GranzymeM Var2wt.dna
0747,FG12-cmv GranzymeM Var1stop,FG12-cmv GranzymeM Var1stop,0747-FG12-cmv GranzymeM Var1stop.dna
0748,FG12-cmv GranzymeM Var2stop,FG12-cmv GranzymeM Var2stop,0748-FG12-cmv GranzymeM Var2stop.dna
0749,pDONOR-221_HA-BRAF-KDwt,pDONOR-221_HA-BRAF-KDwt,0749-pDONOR-221_HA-BRAF-KDwt.dna
0750,pDONOR-221_HA-BRAF-KDve,pDONOR-221_HA-BRAF-KDve,0750-pDONOR-221_HA-BRAF-KDve.dna
0751,pDONOR-221_TRE-HA-BRAF-KDwt,pDONOR-221_TRE-HA-BRAF-KDwt,0751-pDONOR-221_TRE-HA-BRAF-KDwt.dna
0752,pDONOR-221_TRE-HA-BRAF-Kdve,pDONOR-221_TRE-HA-BRAF-Kdve,0752-pDONOR-221_TRE-HA-BRAF-Kdve.dna
0753,pTRIPZ-HA-BRAF-KDwt-CMV-3xFLAG-TetOff-p2A-NLS-Myc-Cre [TzTOC-KDwt] [formerly known as PBKwCTC],pTRIPZ-HA-BRAF-KDwt-CMV-3xFLAG-TetOff-p2A-NLS-Myc-Cre [TzTOC-KDwt] [formerly known as PBKwCTC],0753-pTRIPZ-HA-BRAF-KDwt-CMV-3xFLAG-TetOff-p2A-NLS-Myc-Cre [TzTOC-KDwt] [formerly known as PBKwCTC].dna
0754,pTRIPZ-HA-BRAF-KDve-CMV-3xFLAG-TetOff-p2A-NLS-Myc-Cre [TzTOC-KDve] [formerly known as PBKvCTC],pTRIPZ-HA-BRAF-KDve-CMV-3xFLAG-TetOff-p2A-NLS-Myc-Cre [TzTOC-KDve] [formerly known as PBKvCTC],0754-pTRIPZ-HA-BRAF-KDve-CMV-3xFLAG-TetOff-p2A-NLS-Myc-Cre [TzTOC-KDve] [formerly known as PBKvCTC].dna
0755,pDONOR-221 MET-3xFlag,pDONOR-221 MET-3xFlag,0755-pDONOR-221 MET-3xFlag.dna
0756,RCANBP(A) TZTRE-myr-HA-AKT3 (clone 4),RCANBP(A) TZTRE-myr-HA-AKT3 (clone 4),0756-RCANBP(A) TZTRE-myr-HA-AKT3 (clone 4).dna
0757,RCANBP(A) TZTRE-myr-HA-AKT3 (clone 5),RCANBP(A) TZTRE-myr-HA-AKT3 (clone 5),0757-RCANBP(A) TZTRE-myr-HA-AKT3 (clone 5).dna
0758,pENTR223.1 Met (Mouse) (Gateway donor/master vector),pENTR223.1 Met (Mouse) (Gateway donormaster vector),0758-pENTR223.1 Met (Mouse) (Gateway donormaster vector).dna
0759,pENTR FLAG-AKT1,pENTR FLAG-AKT1,0759-pENTR FLAG-AKT1.dna
0760,pENTR myr-FLAG-AKT1,pENTR myr-FLAG-AKT1,0760-pENTR myr-FLAG-AKT1.dna
0761,pENTR FLAG-AKT2,pENTR FLAG-AKT2,0761-pENTR FLAG-AKT2.dna
0762,pENTR myr-FLAG-AKT2,pENTR myr-FLAG-AKT2,0762-pENTR myr-FLAG-AKT2.dna
0763,pENTR FLAG-AKT3,pENTR FLAG-AKT3,0763-pENTR FLAG-AKT3.dna
0764,pENTR myr-FLAG-AKT3,pENTR myr-FLAG-AKT3,0764-pENTR myr-FLAG-AKT3.dna
0765,RCASBP y DV(A)-HA-E17K_Akt1,RCASBP y DV(A)-HA-E17K_Akt1,0765-RCASBP y DV(A)-HA-E17K_Akt1.dna
0766,"FG12-cmv Met-HA (Mouse), GFP","FG12-cmv Met-HA (Mouse), GFP","0766-FG12-cmv Met-HA (Mouse), GFP.dna"
0767,RCASBP Met-HA (Mouse),RCASBP Met-HA (Mouse),0767-RCASBP Met-HA (Mouse).dna
0768,FG12 CMV CRE UBC mCherry (need to transform and prep),FG12 CMV CRE UBC mCherry (need to transform and prep),0768-FG12 CMV CRE UBC mCherry (need to transform and prep).dna
0769,pTRIPZ-CRE-CMV-3xFLAG-TetOff [TzTO-Cre] [formerly known as PCCT],pTRIPZ-CRE-CMV-3xFLAG-TetOff [TzTO-Cre] [formerly known as PCCT],0769-pTRIPZ-CRE-CMV-3xFLAG-TetOff [TzTO-Cre] [formerly known as PCCT].dna
0770,pcDNA3.1-mADAM17,pcDNA3.1-mADAM17,0770-pcDNA3.1-mADAM17.dna
0771,pRK5F-hTACE (ADAM17),pRK5F-hTACE (ADAM17),0771-pRK5F-hTACE (ADAM17).dna
0772,pMD18T-hHBEGF,pMD18T-hHBEGF,0772-pMD18T-hHBEGF.dna
0773,pMD18T-mHBEGF,pMD18T-mHBEGF,0773-pMD18T-mHBEGF.dna
0774,pCMV6XL4-hEGF,pCMV6XL4-hEGF,0774-pCMV6XL4-hEGF.dna
0775,plentiCRISPRv2-s11-EGFR,plentiCRISPRv2-s11-EGFR,0775-plentiCRISPRv2-s11-EGFR.dna
0776,plentiCRISPRv2-s9-AXL,plentiCRISPRv2-s9-AXL,0776-plentiCRISPRv2-s9-AXL.dna
0777,plentiCRISPRv2-s7-IDH1,plentiCRISPRv2-s7-IDH1,0777-plentiCRISPRv2-s7-IDH1.dna
0778,plentiCRISPRv2-s24-IDH2,plentiCRISPRv2-s24-IDH2,0778-plentiCRISPRv2-s24-IDH2.dna
0779,pcB6 WTA delta513 (from MVB),pcB6 WTA delta513 (from MVB),0779-pcB6 WTA delta513 (from MVB).dna
0780,psPAX2,psPAX2,0780-psPAX2.dna
0781,pVSVG (same as p60),pVSVG (same as p60),0781-pVSVG (same as p60).dna
0782,pTRIPZ TRE-myr-HA-AKT3-CMV-3xFLAG-TetOff-p2A-NLS-Myc-Cre [pTRIPZ MATOC],pTRIPZ TRE-myr-HA-AKT3-CMV-3xFLAG-TetOff-p2A-NLS-Myc-Cre [pTRIPZ MATOC],0782-pTRIPZ TRE-myr-HA-AKT3-CMV-3xFLAG-TetOff-p2A-NLS-Myc-Cre [pTRIPZ MATOC].dna
0783,pDONOR221-pro-HBEGF-CS-mychis,pDONOR221-pro-HBEGF-CS-mychis,0783-pDONOR221-pro-HBEGF-CS-mychis.dna
0784,pDONOR221-pro-HBEGF-WT-mychis,pDONOR221-pro-HBEGF-WT-mychis,0784-pDONOR221-pro-HBEGF-WT-mychis.dna
0785,pCR8-GW-TOPO-hHBEGF-FLAG,pCR8-GW-TOPO-hHBEGF-FLAG,0785-pCR8-GW-TOPO-hHBEGF-FLAG.dna
0786,pCR8-GW-TOPO-hHBEGF (no tag),pCR8-GW-TOPO-hHBEGF (no tag),0786-pCR8-GW-TOPO-hHBEGF (no tag).dna
0787,pCR8-GW-TOPO-mHbegf-HA,pCR8-GW-TOPO-mHbegf-HA,0787-pCR8-GW-TOPO-mHbegf-HA.dna
0788,pCR8-GW-TOPO-mHbegf (no tag),pCR8-GW-TOPO-mHbegf (no tag),0788-pCR8-GW-TOPO-mHbegf (no tag).dna
0789,pCR8-GW-TOPO-hEGF-HA,pCR8-GW-TOPO-hEGF-HA,0789-pCR8-GW-TOPO-hEGF-HA.dna
0790,pCR8-GW-TOPO-hEGF (no tag),pCR8-GW-TOPO-hEGF (no tag),0790-pCR8-GW-TOPO-hEGF (no tag).dna
0791,pCR8-GW-TOPO-mAdam17-FLAG,pCR8-GW-TOPO-mAdam17-FLAG,0791-pCR8-GW-TOPO-mAdam17-FLAG.dna
0792,pCR8-GW-TOPO-mAdam17 (no tag),pCR8-GW-TOPO-mAdam17 (no tag),0792-pCR8-GW-TOPO-mAdam17 (no tag).dna
0793,pCR8-GW-TOPO-hADAM17-HA,pCR8-GW-TOPO-hADAM17-HA,0793-pCR8-GW-TOPO-hADAM17-HA.dna
0794,pCR8-GW-TOPO-hADAM17 (no tag),pCR8-GW-TOPO-hADAM17 (no tag),0794-pCR8-GW-TOPO-hADAM17 (no tag).dna
0795,pMXs-hu-N-MYC,pMXs-hu-N-MYC,0795-pMXs-hu-N-MYC.dna
0796,FG12-CMV-mCherry,FG12-CMV-mCherry,0796-FG12-CMV-mCherry.dna
0797,pDEST12.2-loxP-dsRed2-STOP-loxP-eGFP,pDEST12.2-loxP-dsRed2-STOP-loxP-eGFP,0797-pDEST12.2-loxP-dsRed2-STOP-loxP-eGFP.dna
0798,penv(A) wt,penv(A) wt,0798-penv(A) wt.dna
0799,RCASBP(A) Hu NMYC,RCASBP(A) Hu NMYC,0799-RCASBP(A) Hu NMYC.dna
0800,pMA-RQ AKT 3PKR2L (Chimera) myrFLAGattB,pMA-RQ AKT 3PKR2L (Chimera) myrFLAGattB,0800-pMA-RQ AKT 3PKR2L (Chimera) myrFLAGattB.dna
0801,pENTR4 mouse TG2,pENTR4 mouse TG2,0801-pENTR4 mouse TG2.dna
0802,RCAS yDV CHA mouse TG2,RCAS yDV CHA mouse TG2,0802-RCAS yDV CHA mouse TG2.dna
0803,RCANBP(A)-TzTRE-proHB-EGF-CS,RCANBP(A)-TzTRE-proHB-EGF-CS,0803-RCANBP(A)-TzTRE-proHB-EGF-CS.dna
0804,RCANBP(A)-TRE2-proHB-EGF-CS,RCANBP(A)-TRE2-proHB-EGF-CS,0804-RCANBP(A)-TRE2-proHB-EGF-CS.dna
0805,pTRIPZ-HBEGFcs-CMV-3xFLAG-TetOff-p2A-NLS-Myc-Cre [TzTOC-pro-HB-EGF-CS],pTRIPZ-HBEGFcs-CMV-3xFLAG-TetOff-p2A-NLS-Myc-Cre [TzTOC-pro-HB-EGF-CS],0805-pTRIPZ-HBEGFcs-CMV-3xFLAG-TetOff-p2A-NLS-Myc-Cre [TzTOC-pro-HB-EGF-CS].dna
0806,RCASBP(A)-hHBEGF-FLAG,RCASBP(A)-hHBEGF-FLAG,0806-RCASBP(A)-hHBEGF-FLAG.dna
0807,RCASBP(A)-mHbegf-HA,RCASBP(A)-mHbegf-HA,0807-RCASBP(A)-mHbegf-HA.dna
0808,RCASBP(A)-hEGF-HA,RCASBP(A)-hEGF-HA,0808-RCASBP(A)-hEGF-HA.dna
0809,RCASBP(A)-mAdam17-FLAG,RCASBP(A)-mAdam17-FLAG,0809-RCASBP(A)-mAdam17-FLAG.dna
0810,RCASBP(A)-hADAM17-HA,RCASBP(A)-hADAM17-HA,0810-RCASBP(A)-hADAM17-HA.dna
0811,pENTR myr-FLAG-AKT 3PKR2L (Chimera),pENTR myr-FLAG-AKT 3PKR2L (Chimera),0811-pENTR myr-FLAG-AKT 3PKR2L (Chimera).dna
0812,RCASBP(A) myr-FLAG-AKT 3PKR2L (Chimera),RCASBP(A) myr-FLAG-AKT 3PKR2L (Chimera),0812-RCASBP(A) myr-FLAG-AKT 3PKR2L (Chimera).dna
0813,RCASBP(A) AXL-HA,RCASBP(A) AXL-HA,0813-RCASBP(A) AXL-HA.dna
0814,RCASBP(A) AXL,RCASBP(A) AXL,0814-RCASBP(A) AXL.dna
0815,pCR8-GW-topo-hAXL-cMyc,pCR8-GW-topo-hAXL-cMyc,0815-pCR8-GW-topo-hAXL-cMyc.dna
0816,pCR8-GW-topo-hAXL-HA,pCR8-GW-topo-hAXL-HA,0816-pCR8-GW-topo-hAXL-HA.dna
0817,FG12 CMV proHBEGFcs UBC GFP,FG12 CMV proHBEGFcs UBC GFP,0817-FG12 CMV proHBEGFcs UBC GFP.dna
0818,pCR8-GW-topo-hEGFR-HA,pCR8-GW-topo-hEGFR-HA,0818-pCR8-GW-topo-hEGFR-HA.dna
0819,pDEST FG12 CMV - UbC GFP (from MVB),pDEST FG12 CMV - UbC GFP (from MVB),0819-pDEST FG12 CMV - UbC GFP (from MVB).dna
0820,pDEST FG12 CMV - UbC mCherry (from MVB),pDEST FG12 CMV - UbC mCherry (from MVB),0820-pDEST FG12 CMV - UbC mCherry (from MVB).dna
0821,FG12cmv-hAXL-cMyc_UbC-GFP,FG12cmv-hAXL-cMyc_UbC-GFP,0821-FG12cmv-hAXL-cMyc_UbC-GFP.dna
0822,FG12cmv-hEGFR-HA_UbC-mCherry,FG12cmv-hEGFR-HA_UbC-mCherry,0822-FG12cmv-hEGFR-HA_UbC-mCherry.dna
0823,pCR8-GW-topo-pro-HBEGF-CS (no tag),pCR8-GW-topo-pro-HBEGF-CS (no tag),0823-pCR8-GW-topo-pro-HBEGF-CS (no tag).dna
0824,FG12cmv-pro-HBEGF-CS (no tag)_UbC-GFP,FG12cmv-pro-HBEGF-CS (no tag)_UbC-GFP,0824-FG12cmv-pro-HBEGF-CS (no tag)_UbC-GFP.dna
0825,FG12cmv-hEGFR-HA_UbC-GFP,FG12cmv-hEGFR-HA_UbC-GFP,0825-FG12cmv-hEGFR-HA_UbC-GFP.dna
0826,pDONOR-221_hADAM17,pDONOR-221_hADAM17,0826-pDONOR-221_hADAM17.dna
0827,pDONOR-221_mAdam17,pDONOR-221_mAdam17,0827-pDONOR-221_mAdam17.dna
0828,RCASBP(A)-hADAM17,RCASBP(A)-hADAM17,0828-RCASBP(A)-hADAM17.dna
0829,RCASBP(A)-mADAM17,RCASBP(A)-mADAM17,0829-RCASBP(A)-mADAM17.dna
0830,"FG12cmv-FLAG-AKT1, GFP","FG12cmv-FLAG-AKT1, GFP","0830-FG12cmv-FLAG-AKT1, GFP.dna"
0831,"FG12cmv-FLAG-AKT2, GFP","FG12cmv-FLAG-AKT2, GFP","0831-FG12cmv-FLAG-AKT2, GFP.dna"
0832,"FG12cmv-FLAG-AKT3, GFP","FG12cmv-FLAG-AKT3, GFP","0832-FG12cmv-FLAG-AKT3, GFP.dna"
0833,"FG12cmv-myr-FLAG-AKT1, GFP","FG12cmv-myr-FLAG-AKT1, GFP","0833-FG12cmv-myr-FLAG-AKT1, GFP.dna"
0834,"FG12cmv-myr-FLAG-AKT2, GFP","FG12cmv-myr-FLAG-AKT2, GFP","0834-FG12cmv-myr-FLAG-AKT2, GFP.dna"
0835,"FG12cmv-myr-FLAG-AKT3, GFP","FG12cmv-myr-FLAG-AKT3, GFP","0835-FG12cmv-myr-FLAG-AKT3, GFP.dna"
0836,pMA-RQ AKT 3PKR2L (Chimera) myrFLAGattB,pMA-RQ AKT 3PKR2L (Chimera) myrFLAGattB,0836-pMA-RQ AKT 3PKR2L (Chimera) myrFLAGattB.dna
0837,pMK TRE3 BRAF.kd.V600E-P2A-Cre,pMK TRE3 BRAF.kd.V600E-P2A-Cre,0837-pMK TRE3 BRAF.kd.V600E-P2A-Cre.dna
0838,ACZEGP TRE3 MCS,ACZEGP TRE3 MCS,0838-ACZEGP TRE3 MCS.dna
0839,pCR8 GW/Topo HA-Akt1 (E17K) (mouse),pCR8 GWTopo HA-Akt1 (E17K) (mouse),0839-pCR8 GWTopo HA-Akt1 (E17K) (mouse).dna
0840,pENTR TRE3 HA-Akt1 (E17K) (mouse),pENTR TRE3 HA-Akt1 (E17K) (mouse),0840-pENTR TRE3 HA-Akt1 (E17K) (mouse).dna
0841,RCAN TRE3 HA-Akt1 (E17K) (mouse),RCAN TRE3 HA-Akt1 (E17K) (mouse),0841-RCAN TRE3 HA-Akt1 (E17K) (mouse).dna
0842,pCR8 GW/Topo HA-Akt2 (mouse),pCR8 GWTopo HA-Akt2 (mouse),0842-pCR8 GWTopo HA-Akt2 (mouse).dna
0843,pCR8 GW/Topo HA-Akt1 (E40K) (mouse),pCR8 GWTopo HA-Akt1 (E40K) (mouse),0843-pCR8 GWTopo HA-Akt1 (E40K) (mouse).dna
0844,pCR8 GW/Topo HA-Akt1 (Q79K) (mouse),pCR8 GWTopo HA-Akt1 (Q79K) (mouse),0844-pCR8 GWTopo HA-Akt1 (Q79K) (mouse).dna
0845,pCR8 GW/Topo HA-Akt2 (E17K) (mouse),pCR8 GWTopo HA-Akt2 (E17K) (mouse),0845-pCR8 GWTopo HA-Akt2 (E17K) (mouse).dna
0846,pCR8 GW/Topo HA-Akt2 (E40K) (mouse),pCR8 GWTopo HA-Akt2 (E40K) (mouse),0846-pCR8 GWTopo HA-Akt2 (E40K) (mouse).dna
0847,pCR8 GW/Topo HA-Akt2 (Q79K) (mouse),pCR8 GWTopo HA-Akt2 (Q79K) (mouse),0847-pCR8 GWTopo HA-Akt2 (Q79K) (mouse).dna
0848,pCR8 GW/Topo HA-Akt3 (E17K) (mouse),pCR8 GWTopo HA-Akt3 (E17K) (mouse),0848-pCR8 GWTopo HA-Akt3 (E17K) (mouse).dna
0849,pCR8 GW/Topo HA-Akt3 (E40K) (mouse),pCR8 GWTopo HA-Akt3 (E40K) (mouse),0849-pCR8 GWTopo HA-Akt3 (E40K) (mouse).dna
0850,pCR8 GW/Topo HA-Akt3 (Q79K) (mouse),pCR8 GWTopo HA-Akt3 (Q79K) (mouse),0850-pCR8 GWTopo HA-Akt3 (Q79K) (mouse).dna
0851,RCAS HA-Akt1 (E40K) (mouse),RCAS HA-Akt1 (E40K) (mouse),0851-RCAS HA-Akt1 (E40K) (mouse).dna
0852,RCAS HA-Akt1 (Q79K) (mouse),RCAS HA-Akt1 (Q79K) (mouse),0852-RCAS HA-Akt1 (Q79K) (mouse).dna
0853,RCAS HA-Akt2 (E17K) (mouse),RCAS HA-Akt2 (E17K) (mouse),0853-RCAS HA-Akt2 (E17K) (mouse).dna
